direccion,distrito,metraje,dormitorios,Precio Soles,Precio Dolares
Av. Miguel Grau 1130,"Barranco, Lima",40 a 57 m² tot.,1 a 2 dorm.,"424,904.00","114,838.92"
Jirón Gral José Ramón Pizarro 430,"Pueblo Libre, Lima",67 a 161 m² tot.,2 a 3 dorm.,"485,000.00","131,081.08"
AVENIDA INCA RIPAC 338,"Lince, Lima",38 a 167 m² tot.,1 a 3 dorm.,"338,800.00","91,567.57"
Calle Francisco Seguin N°128,"Las Gardenias, Santiago de Surco",115 a 205 m² tot.,3 dorm.,"825,173.00","217,151.00"
Jr. Mariscal Miller 2648,"Lince, Lima",70 a 198 m² tot.,1 a 4 dorm.,"588,182.00","152,774.00"
"Av Rivera Navarrete 665, san isidro","San Isidro, Lima",45 a 138 m² tot.,1 a 2 dorm.,"488,337.00","131,982.97"
Av. Arenales 1109,"Santa Beatriz, Lima Cercado",53 a 65 m² tot.,1 a 3 dorm.,"352,900.00","95,378.38"
Av. San Felipe 758,"Jesús María, Lima",43 a 74 m² tot.,1 a 3 dorm.,"316,003.00","85,406.22"
Olmos 278,"Salamanca De Monterrico, Ate Vitarte",34 a 135 m² tot.,1 a 4 dorm.,"221,500.00","59,864.86"
Calle Ontario 200,"La Campiña, Chorrillos",57 a 65 m² tot.,2 a 3 dorm.,"316,900.00","85,648.65"
LAS FRESAS 700,"Aurora, Miraflores",360 m² tot.,4 dorm.,"2,386,500.00","645,000.00"
Los Huancas 133,"Maranga, San Miguel",160 m² tot.,3 dorm.,"893,000.00","235,000.00"
AV.UNIVERSITARIA CERCA U.CATÓLICA y UNMSM 1ER.PISO 100M2 PATIO 1ER.PISO,"Lima, San Miguel",100 m² tot.,3 dorm.,"488,400.00","136,000.00"
"Jiron Domingo Casanova , Lince, Lima","Lince, Lima",40 m² tot.,1 dorm.,"344,100.00","93,000.00"
Av.mariscal Lamar 500 Santa Cruz Miraflores,"Miraflores, Lima",70 m² tot.,2 dorm.,"526,500.00","135,000.00"
Calle Guillermo Zuñiga SAN German al 900,"San Martín de Porres, Lima",299 m² tot.,9 dorm.,"607,990.00","163,000.00"
Jirón El Rocío 374,"Higuereta, Santiago de Surco",181 m² tot.,3 dorm.,"740,000.00","198,000.00"
HERMOSO DEPARTAMENTO EN LA CALERA.,"La Calera De La Merced, Surquillo",45 m² tot.,2 dorm.,"290,700.00","77,500.00"
Rinconada Baja,"Rinconada Baja, La Molina",982 m² tot.,4 dorm.,"8,510,000.00","2,300,000.00"
Carlos Graña,"San Isidro, Lima",723 m² tot.,4 dorm.,"12,939,370.00","3,469,000.00"
Olaya 535,"Chorrillos, Lima",36 a 134 m² tot.,1 a 3 dorm.,"218,000.00","58,918.92"
LA PAZ 2173 SAN MIGUEL LIMA LIMA PERU,"Miramar, San Miguel",51 a 81 m² tot.,1 a 3 dorm.,"289,975.00","78,371.62"
"Av. Andres Aramburú 866, Surquillo","Limatambo, Surquillo",45 a 75 m² tot.,1 a 3 dorm.,"352,800.00","95,351.35"
Av. Tomas marsano 2510,"Miraflores, Lima",63 a 107 m² tot.,2 a 3 dorm.,"461,160.00","122,000.00"
Alfonso de Silva 211,"Las Magnolias, Santiago de Surco",114 a 203 m² tot.,2 a 3 dorm.,"843,600.00","222,000.00"
"Jiron Progreso 450, Barranco","Barranco, Lima",54 a 100 m² tot.,1 a 3 dorm.,"321,858.00","86,988.65"
Av. Brasil 1079,"Portada De Jesus Maria, Jesús María",40 a 81 m² tot.,1 a 3 dorm.,"250,588.00","67,726.49"
Avenida El Sol Este 530,"San Ignacio, Barranco",24 a 83 m² tot.,1 a 3 dorm.,"254,718.00","68,842.70"
Calle Los Petirrojos 450,"Corpac, San Isidro",150 a 254 m² tot.,1 a 3 dorm.,"1,262,000.00","332,100.00"
Sevilla 107,"Barboncito, Miraflores",60 a 186 m² tot.,1 a 3 dorm.,"568,966.00","153,774.59"
av. del parque sur 668,"Corpac, San Borja",35 a 79 m² tot.,1 a 3 dorm.,"317,200.00","84,000.00"
Av. Salaverry 1880,"Jesús María, Lima",36 a 79 m² tot.,1 a 3 dorm.,"294,328.00","79,548.11"
jr fernando castrat 100,"Santiago de Surco, Lima",80 a 144 m² tot.,2 a 4 dorm.,"688,149.00","176,448.00"
"Calle Las Avellanas 185, Salamanca de Monterrico","Salamanca De Monterrico, Ate Vitarte",43 a 128 m² tot.,2 a 3 dorm.,"265,000.00","71,621.62"
JR. ANTONIO DE SUCRE 502 - SAN MIGUEL,"San Miguel, Lima",130 m² tot.,4 dorm.,"803,000.00","219,000.00"
Loma de los Lirios Cuadra 1 Cerca a Loma Amarilla,"Santiago de Surco, Lima",109 m² tot.,3 dorm.,"610,406.00","159,500.00"
Bayovar 245 Santiago de Surco,"Santiago de Surco, Lima",91 m² tot.,3 dorm.,"507,000.00","130,000.00"
SAN ISIDRO,"Golf, San Isidro",405 m² tot.,3 dorm.,"3,108,000.00","840,000.00"
LORD NELSON 400,"Miraflores, Lima",310 m² tot.,3 dorm.,"2,142,000.00","579,000.00"
AV ALAMEDA DE LA ENCANTADA 200,"La Encantada De Villa, Chorrillos",384 m² tot.,3 dorm.,"2,553,000.00","690,000.00"
av jose pardo 1010,"Miraflores, Lima",42 a 103 m² tot.,1 a 2 dorm.,"447,096.00","120,836.76"
Jose Galvèz 1212 Santa Beatriz,"Santa Beatriz, Lima Cercado",46 a 68 m² tot.,1 a 3 dorm.,"292,293.00","78,998.11"
Avenida Los Vicus 626,"La Castellana, Santiago de Surco",94 a 197 m² tot.,3 a 4 dorm.,"602,640.00","162,000.00"
Av. Brasil 657,"Jesús María, Lima",62 a 112 m² tot.,2 a 3 dorm.,"438,807.00","118,596.49"
Calle Roma 241 miraflores,"Santa Cruz, Miraflores",86 a 152 m² tot.,2 a 3 dorm.,"811,195.00","219,241.89"
Jr. Coronel Zegarra 1045 - 1057,"Jesús María, Lima",69 m² tot.,2 dorm.,"497,957.00","131,042.00"
JR GRAU 459,"Bellavista, Bellavista",52 a 73 m² tot.,1 a 3 dorm.,"199,103.00","53,811.62"
Av Paseo la Castellana 243,"Santiago de Surco, Lima",39 a 154 m² tot.,1 a 3 dorm.,"351,000.00","94,864.86"
JR. NICOLAS RODRIGO 250,"Monterrico, Santiago de Surco",42 a 79 m² tot.,1 a 2 dorm.,"354,163.00","95,719.73"
Av. Tacna 321,"San Miguel, Lima",79 a 154 m² tot.,3 dorm.,"572,671.00","154,775.95"
Av. Bertolotto esquina con el Jirón Sucre Nros. 120-130,"San Miguel, Lima",33 a 111 m² tot.,1 a 3 dorm.,"259,827.00","70,223.51"
CALLE ELIAS AGUIRRE 166 MIRAFLORES,"Miraflores, Lima",74 m² tot.,2 dorm.,"684,000.00","180,000.00"
Av. Aramburú 1160,"Surquillo, Lima",53 a 75 m² tot.,2 a 3 dorm.,"391,793.00","105,890.00"
Av. Galvez Barrenechea 200,"Santa Catalina, La Victoria",43 a 75 m² tot.,1 a 3 dorm.,"309,653.00","83,690.00"
Av.Paseo de la Republica 6143,"Miraflores, Lima",40 a 62 m² tot.,1 a 2 dorm.,"407,875.00","108,767.00"
"Jr. Pucalá, Urbanización Centro Comercial Monterrico","Centro Comercial Monterrico, Santiago de Surco",270 m² tot.,4 dorm.,"2,001,702.00","535,000.00"
PARQUE JUAN GRIS HERMOSO DEPA DE 3HAB CON VISTA AL PARQUE,"San Borja, Lima",97 m² tot.,3 dorm.,"810,000.00","216,000.00"
Avenida José Casimiro Ulloa 353 Miraflores,"Miraflores, Lima",105 m² tot.,2 dorm.,"626,145.00","169,000.00"
Mirones bajo Parcela B Mz 24 lote 17 CERCADO DE LIMA,"Mirones Bajo, Lima Cercado",229 m² tot.,6 dorm.,"400,000.00","110,000.00"
Pasaje de Alcaldes al 132,"Pancho Fierro, Santiago de Surco",214 m² tot.,3 dorm.,"1,424,500.00","385,000.00"
los cedros 310,"Orrantia, San Isidro",203 m² tot.,3 dorm.,"1,490,000.00","399,000.00"
Av. Reynaldo Vivanco al 200,"Santiago de Surco, Lima",209 m² tot.,3 dorm.,"1,365,000.00","350,000.00"
Don Angelo,"Punta Hermosa, Lima",121 m² tot.,3 dorm.,"480,000.00","129,000.00"
Ayacucho 560 Surco,"Santiago de Surco, Lima",48 a 151 m² tot.,1 a 3 dorm.,"355,327.00","96,034.32"
Paseo de la República 6349,"San Antonio, Miraflores",122 a 256 m² tot.,2 a 3 dorm.,"919,363.00","245,945.00"
Alameda Monte Umbroso 585,"Chacarilla Monte Umbroso, Santiago de Surco",67 a 158 m² tot.,1 a 3 dorm.,"657,773.00","170,850.00"
"AV PARACAS 876, SALAMANCA DE MONTERRICO","Salamanca De Monterrico, Ate Vitarte",64 a 83 m² tot.,1 a 3 dorm.,"367,200.00","97,920.00"
Av. La Paz 1585,"Lima, San Miguel",33 a 77 m² tot.,1 a 3 dorm.,"185,000.00","50,000.00"
AVENIDA. TEJADA 515,"San Antonio, Miraflores",101 a 159 m² tot.,3 dorm.,"784,400.00","212,000.00"
Playa Puerto Viejo,"San Antonio, Cañete",153 m² tot.,3 dorm.,"562,000.00","151,891.89"
Velasco Astete N° 1481,"Chacarilla Del Estanque, Santiago de Surco",87 a 122 m² tot.,3 dorm.,"691,600.00","182,000.00"
Aster 161,"Alamos De Monterrico, Santiago de Surco",112 a 235 m² tot.,2 a 3 dorm.,"849,300.00","223,500.00"
Av. colonial 605 Cercado de Lima,"La Colonial, Lima Cercado",57 a 75 m² tot.,2 a 3 dorm.,"340,891.00","92,132.70"
Enrique leon Garcia 295,"Santa Catalina, La Victoria",32 a 74 m² tot.,1 a 3 dorm.,"284,900.00","77,000.00"
Calle los olmos 219,"Salamanca De Monterrico, Ate Vitarte",71 a 134 m² tot.,3 dorm.,"485,000.00","131,081.08"
URB. SAN BORJA MZA. H LOTE N° 7,"San Borja, Wanchaq",59 a 83 m² tot.,2 a 3 dorm.,"327,061.00","88,984.00"
Jose Gregorio Paredes 2729,"Pueblo Libre, Lima",55 a 110 m² tot.,2 dorm.,"359,000.00","97,027.03"
KM 72 de la panamericana Sur,"San Antonio, Cañete",221 m² tot.,4 dorm.,"672,800.00","181,837.84"
Pajaten S/N,"Los Manzanos, Santiago de Surco",304 m² tot.,5 dorm.,"2,046,000.00","550,000.00"
"Av. Malecon de la Marina, Esquina con Federico Villarreal 116 - Miraflores","Miraflores, Lima",300 m² tot.,5 dorm.,"3,956,000.00","1,075,000.00"
Calle Montes de Oca,"Chacarilla Del Estanque, Santiago de Surco",139 m² tot.,3 dorm.,"927,520.00","248,000.00"
Calle Huamachuco,"Altamar, La Perla",71 m² tot.,2 dorm.,"286,500.00","75,000.00"
"Jr Los Claveles 666, Los Olivos","Las Palmeras, Los Olivos",58 m² tot.,2 dorm.,"246,000.00","66,000.00"
Casa 400m2 en San Antonio en la Mejor Calle,"San Antonio, Miraflores",400 m² tot.,4 dorm.,"2,675,000.00","722,500.00"
Jr. Fernando Castrat 463 Urb. Chama al 400,"Santiago de Surco, Lima",124 m² tot.,3 dorm.,"733,226.00","194,900.00"
AV DEL PARQUE SUR 517 Urb. Córpac,"San Borja Sur, San Borja",169 a 269 m² tot.,3 a 4 dorm.,"1,402,448.00","381,100.00"
Calle General Vivanco 1077,"Pueblo Libre, Lima",43 a 101 m² tot.,1 a 3 dorm.,"293,880.00","76,000.00"
Av. Sergio Bernales 460,"Barrio Medico, Surquillo",35 a 74 m² tot.,1 a 3 dorm.,"282,900.00","76,459.46"
Calle Teniente Alberto Chabrier 126-128 San Isidro,"Santa Monica, San Isidro",122 a 280 m² tot.,2 a 4 dorm.,"1,372,300.00","368,900.00"
Av. Paseo La Castellana N° 855,"La Castellana, Santiago de Surco",81 a 111 m² tot.,3 dorm.,"577,600.00","152,000.00"
Calle la carabela playa norte,"Punta Hermosa Norte, Punta Hermosa",143 a 197 m² tot.,3 a 6 dorm.,"1,216,300.00","302,000.00"
Emiliano Zapata 341,"La Calera De La Merced, Surquillo",57 a 121 m² tot.,2 a 3 dorm.,"391,932.00","102,600.00"
Jiron Monteflor 525,"Chacarilla Del Estanque, Santiago de Surco",100 a 196 m² tot.,2 a 3 dorm.,"848,040.00","230,000.00"
Av. Tomás Marsano 2293,"Marsano, Surquillo",35 a 86 m² tot.,1 a 3 dorm.,"259,900.00","70,243.24"
Av. Brasil 3784,"Orbea, Magdalena",71 a 81 m² tot.,2 a 3 dorm.,"436,400.00","117,945.95"
Calle Los Ficus 151,"San Antonio, Santiago de Surco",46 a 125 m² tot.,1 a 3 dorm.,"264,209.00","71,407.84"
Av. Arequipa 1200,"Santa Beatriz, Lima Cercado",58 a 69 m² tot.,1 a 3 dorm.,"418,900.00","113,216.22"
Calle Alférez Mariano Santos Mateo 171,"San Isidro, Lima",45 a 60 m² tot.,1 a 2 dorm.,"483,600.00","130,702.70"
LEO BAUMANN 187,"San Borja Sur, San Borja",95 a 196 m² tot.,3 a 4 dorm.,"772,000.00","204,000.00"
Pasaje rafael sanzo,"Los Viñedos De Surco, Santiago de Surco",90 m² tot.,3 dorm.,"320,000.00","84,900.00"
JR CHIMUCAPAC # HERMOSO DUPLEX CON ASCENSOR DIRECTO FRENTE A PARQUE,"Los Rosales, Santiago de Surco",156 m² tot.,2 dorm.,"1,159,000.00","281,500.00"
DANIEL CARRION 607,"Magdalena, Lima",108 m² tot.,3 dorm.,"791,800.00","214,000.00"
"Malaga 196, Santiago de Surco","Santiago de Surco, Lima",205 m² tot.,3 dorm.,"1,014,000.00","260,000.00"
Pedro Martinto 200. Cerca Av El Sol y Estadio Luis Gálvez Chipoco.,"San Ignacio, Barranco",69 m² tot.,2 dorm.,"752,000.00","198,000.00"
Av. Malecon de la Marina Esquina con Federico Villarreal 116,"Miraflores, Lima",515 m² tot.,3 dorm.,"4,995,000.00","1,350,000.00"
Altura Cuadra 10 de Avenida las Florestas,"Camacho, La Molina",1035 m² tot.,7 dorm.,"5,070,000.00","1,400,000.00"
Jiron Santo Domingo 275,"Jesús María, Lima",57 a 156 m² tot.,2 a 4 dorm.,"451,983.00","122,157.57"
Av. Arenales 680,"Santa Beatriz, Jesús María",42 a 68 m² tot.,1 a 3 dorm.,"301,900.00","81,594.59"
Av. Tacna 321,"San Miguel, Lima",79 a 145 m² tot.,3 dorm.,"572,671.00","154,775.95"
"Calle Los Halcones 308, surquillo","Limatambo, Surquillo",59 a 83 m² tot.,2 a 3 dorm.,"453,000.00","122,432.43"
Calle La Pinta 120-130 Olivar de San Isidro,"El Olivar, San Isidro",131 a 317 m² tot.,2 a 3 dorm.,"1,361,000.00","365,900.00"
Los Cipreses 355,"Orrantia, San Isidro",200 a 288 m² tot.,2 a 3 dorm.,"1,841,409.00","499,000.00"
Calle aldabas 116,"Las Gardenias, Santiago de Surco",99 a 237 m² tot.,3 dorm.,"809,962.00","213,148.00"
Jr. Manuel Gómez N° 366 - 390,"Lince, Lima",40 a 150 m² tot.,1 a 3 dorm.,"245,024.00","64,480.00"
Avenida de los Precursores 789.Surco,"Santiago de Surco, Lima",88 a 146 m² tot.,2 a 3 dorm.,"712,500.00","190,000.00"
Av. Pizarro 115,"Jose Luis Bustamante Y Rivero, Arequipa",53 a 100 m² tot.,1 a 3 dorm.,"218,000.00","58,918.92"
"Jr. Belisario Flores 967, Lince","S/n, Lince",46 a 160 m² tot.,1 a 3 dorm.,"328,000.00","88,648.65"
Jr. Gral Jose Ramon Pizarro 1399 Pueblo Libre,"Pueblo Libre, Lima",48 a 158 m² tot.,2 a 3 dorm.,"355,000.00","94,919.00"
Av. 28 de julio 551,"Leuro, Miraflores",60 a 144 m² tot.,1 a 3 dorm.,"565,990.00","152,970.27"
Ca. Miguel Aljovín 190,"Los Rosales, Miraflores",76 a 157 m² tot.,2 a 3 dorm.,"830,000.00","224,324.32"
Calle Cuzco,"Alejandro Alvarez, Ate Vitarte",71 a 80 m² tot.,2 a 3 dorm.,"287,225.00","77,628.38"
Calle Roma 200,"Santa Cruz, Miraflores",152 m² tot.,3 dorm.,"1,214,525.00","328,250.00"
Los Robles 303,"San Isidro, Lima",173 m² tot.,3 dorm.,"1,425,000.00","380,000.00"
Malecón Cisneros,"Miraflores, Lima",180 m² tot.,3 dorm.,"2,715,901.00","714,711.00"
Manzanilla,"San Isidro, Lima",251 m² tot.,2 dorm.,"2,981,250.00","795,000.00"
La Planicie - Primera Etapa,"La Planicie, La Molina",1312 m² tot.,6 dorm.,"6,360,000.00","1,720,000.00"
Malecón Cisneros,"Miraflores, Lima",210 m² tot.,3 dorm.,"2,907,193.00","765,051.00"
Pezet Frente al Club El Golf,"San Isidro, Lima",264 m² tot.,2 dorm.,"2,106,000.00","550,000.00"
Jirón Paseo del Bosque 832 San borja,"San Borja, Lima",93 m² tot.,1 a 3 dorm.,"261,000.00","70,540.54"
Pedro Irigoyen 128,"Santiago de Surco, Lima",54 a 118 m² tot.,2 a 3 dorm.,"444,600.00","120,162.16"
Avenida General Mendiburu 573,"Santa Cruz, Miraflores",60 a 179 m² tot.,1 a 3 dorm.,"526,264.00","142,233.51"
Av. Javier Prado Oeste,"Magdalena, Lima",44 a 175 m² tot.,1 a 3 dorm.,"389,855.00","105,366.22"
Km 106 Antigua Panamericana Sur,"Asia, Cañete",66 a 199 m² tot.,2 a 3 dorm.,"432,000.00","108,000.00"
Avenida José Larco 1215- Miraflores,"Miraflores, Lima",60 a 86 m² tot.,2 a 3 dorm.,"645,146.00","174,363.78"
"Jr. Sánchez Carrión 389, Magdalena","Magdalena, Lima",59 a 145 m² tot.,1 a 3 dorm.,"426,794.00","115,349.73"
"Av. Argentina 2430, Callao","Callao, Callao",51 a 63 m² tot.,2 a 3 dorm.,"220,900.00","59,702.70"
Avenida Manuel Olguín 485,"Santiago de Surco, Lima",44 a 94 m² tot.,1 a 3 dorm.,"368,712.00","99,651.89"
Av. Jorge Chávez 451,"Barranco, Lima",42 a 172 m² tot.,1 a 4 dorm.,"279,000.00","75,405.41"
Av La Marina 2255,"San Miguel, San Miguel",42 a 97 m² tot.,1 a 3 dorm.,"284,000.00","75,000.00"
Av Alejandro Velasco Astete 2608,"Vista Alegre, Santiago de Surco",82 a 173 m² tot.,2 a 3 dorm.,"640,049.00","168,434.00"
CALLE JORGE CHAVEZ 300 MIRAFLORES,"Miraflores, Lima",60 a 235 m² tot.,1 a 3 dorm.,"577,600.00","152,000.00"
"Calle Antibes 125, cruce con Los Jilgueros, La Molina.","San Cesar, La Molina",89 a 134 m² tot.,3 dorm.,"530,500.00","143,378.38"
mz d lote 15 urb villa del norte chiclayo,"Chiclayo, Chiclayo",13 a 88 m² tot.,2 a 3 dorm.,"45,000.00","12,162.16"
SAN BORJA 100,"San Borja Sur, San Borja",356 m² tot.,6 dorm.,"1,924,000.00","519,900.00"
Av. Velasco Astete,"Chacarilla Del Estanque, Santiago de Surco",140 m² tot.,3 dorm.,"1,007,000.00","265,000.00"
"Frente al Jockey Club, Altura Cruce e Av. Manuel Olguín y El Derby","El Derby, Santiago de Surco",103 m² tot.,3 dorm.,"691,600.00","182,000.00"
Casuarinas,"Las Casuarinas, Santiago de Surco",350 m² tot.,4 dorm.,"2,484,000.00","690,000.00"
"Vive en un Edificio de Solo 5 Dptos, ten Privacidad / Cerca al Colegio Santa María y el C.c. Chacarilla","Chacarilla Del Estanque, Santiago de Surco",290 m² tot.,3 dorm.,"1,480,000.00","389,500.00"
Calle SAN IGNACIO DE LOYOLA S/N,"Miraflores, Lima",164 m² tot.,2 dorm.,"1,439,100.00","390,000.00"
Av. Manuel Olguin 790,"El Derby, Santiago de Surco",103 m² tot.,3 dorm.,"721,500.00","195,000.00"
Av El Derby 2,"El Derby, Santiago de Surco",414 m² tot.,4 dorm.,"4,070,000.00","1,100,000.00"
Jr Bartolomé Herrera 415,"Lince, Lima",61 a 84 m² tot.,2 a 3 dorm.,"396,500.00","107,162.16"
CALLE VIRTUD Y UNION 235,"Corpac, San Isidro",307 m² tot.,3 dorm.,"1,238,600.00","322,000.00"
Calle Audiencia 190,"San Isidro, Lima",45 a 137 m² tot.,1 a 2 dorm.,"453,470.00","122,559.46"
"Av. 28 Julio 815, Miraflores","Miraflores, Lima",30 a 145 m² tot.,1 a 3 dorm.,"377,999.00","102,161.89"
"Rubens 182, San Borja","San Borja, Lima",91 a 174 m² tot.,3 dorm.,"824,600.00","217,000.00"
Av. Arenales 2570,"Lince, Lima",39 a 53 m² tot.,1 a 3 dorm.,"326,500.00","88,243.24"
calle conde de la vega 156,"Valle Hermoso Oeste, Santiago de Surco",77 a 229 m² tot.,2 a 3 dorm.,"630,800.00",281.00
Calle Manuel Perez Oblitas 190,"Udima, San Miguel",67 a 152 m² tot.,1 a 3 dorm.,"425,000.00","105,000.00"
Av. Brasil 737,"Jesús María, Lima",56 a 79 m² tot.,2 a 3 dorm.,"396,806.00","107,244.86"
"José Ramón Pizarro N° 682-686, Pueblo Libre","El Carmen, Pueblo Libre",58 a 165 m² tot.,2 a 3 dorm.,"386,722.00","104,519.46"
JR GENARO NUMA LLONA 1098,"San Juan Sector C, San Juan de Miraflores",89 m² tot.,3 dorm.,"350,000.00","94,594.59"
Calle Ramon Ribeyro 777,"San Antonio, Miraflores",24 a 133 m² tot.,2 a 3 dorm.,"1,275,300.00","337,000.00"
"Av. Gaviotas 176, Chorrillos","Las Gaviotas, Chorrillos",39 a 68 m² tot.,1 a 3 dorm.,"205,000.00","55,405.41"
La Molina Vieja,"La Molina Vieja, La Molina",450 m² tot.,5 dorm.,"4,255,000.00","1,150,000.00"
Calle 3 100,"La Molina, Lima",502 m² tot.,4 dorm.,"2,579,310.00","699,000.00"
APARICIO GOMEZ SANCHEZ 300,"Aurora, Miraflores",420 m² tot.,6 dorm.,"4,158,000.00","1,100,000.00"
Urb. Roma,"Lima Cercado, Lima",160 m² tot.,3 dorm.,"849,760.00","226,000.00"
SURCO chacarilla,"Chacarilla Del Estanque, Santiago de Surco",475 m² tot.,5 dorm.,"2,940,600.00","789,900.00"
Los Capulies,"Aurora, Miraflores",280 m² tot.,4 dorm.,"1,800,000.00","480,000.00"
Calle Francia 2,"Miraflores, Lima",117 m² tot.,2 dorm.,"962,000.00","260,000.00"
CRUZ DEL SUR 300,"Los Granados, Santiago de Surco",268 m² tot.,4 dorm.,"1,522,050.00","417,000.00"
calle san martin 836,"Miraflores, Lima",60 a 146 m² tot.,1 a 3 dorm.,"595,405.00","160,920.27"
Calle Alberto Barton 270 Esq. Ricardo Flores,"Santa Catalina, La Victoria",44 a 74 m² tot.,1 a 3 dorm.,"268,400.00","72,540.54"
"Av. Venezuela 2597, Bellavista- Límite con San Miguel","San Miguel, Lima",67 a 100 m² tot.,2 a 3 dorm.,"305,000.00","82,432.43"
Av. Arequipa 1444,"Santa Beatriz, Lima Cercado",22 a 75 m² tot.,1 a 2 dorm.,"185,888.00","50,240.00"
Avenida Miraflores 275,"Barranco, Lima",53 a 108 m² tot.,1 a 3 dorm.,"432,630.00","113,850.00"
Cruce Av. Caminos de Inca con Av. Velasco Astete,"Santiago de Surco, Lima",53 a 155 m² tot.,1 a 3 dorm.,"446,009.00","120,543.00"
scipión llona 250,"Miraflores, Lima",51 a 97 m² tot.,1 a 3 dorm.,"478,123.00","127,500.00"
"Jirón 2 de Mayo 150, Barranco","Barranco, Lima",41 a 124 m² tot.,1 a 3 dorm.,"423,218.00","113,160.00"
Av. Gral. Trinidad Morán 331,"Lince, Lima",63 a 148 m² tot.,2 a 3 dorm.,"538,992.00","141,840.00"
guadalajara 277,"Los Jazmines, Santiago de Surco",81 a 180 m² tot.,2 a 3 dorm.,"684,320.00","182,000.00"
"Q987+G6M, Catacaos, Piura","Catacaos, Catacaos",90 m² tot.,2 dorm.,"141,349.00","38,202.43"
Avenida Ignacio Merino 1774,"S/n, Lince",44 a 82 m² tot.,1 a 3 dorm.,"315,810.00","85,354.05"
Av. De los Patriotas 415,"San Miguel, Lima",51 a 101 m² tot.,1 a 3 dorm.,"338,352.00","91,446.49"
"Jr. Leonardo Arrieta 819, Cercado de Lima","Lima Cercado, Lima",40 a 73 m² tot.,1 a 3 dorm.,"197,727.00","53,439.73"
Jr. Málaga 175,"Tambo De Monterrico, Santiago de Surco",68 a 211 m² tot.,2 a 4 dorm.,"577,600.00","152,000.00"
BATALLON TRUJILLO 200,"Chacarilla Del Estanque, Santiago de Surco",205 m² tot.,3 dorm.,"1,295,000.00","350,000.00"
Av. Guardia Civil Sur,"Chorrillos, Lima",75 m² tot.,3 dorm.,"287,980.00","77,000.00"
JIRON GARCILASO DE LA VEGA,"Lince, Lima",142 m² tot.,2 dorm.,"703,000.00","190,000.00"
AVENIDA LARCO,"Miraflores, Lima",76 m² tot.,2 dorm.,"855,000.00","231,081.08"
CA. BURGOS 372 URB. RISSO,"San Isidro, Lima",400 m² tot.,4 dorm.,"2,580,000.00","689,900.00"
COUNTRY CLUB,"Country Club, San Isidro",87 m² tot.,2 dorm.,"695,000.00","182,894.00"
Calle los Corales,"Pulpos, Lurín",121 m² tot.,3 dorm.,"546,000.00","140,000.00"
"Av. del Ejército 1265, Lima 15074, Perú","Miraflores, Lima",542 m² tot.,8 dorm.,"5,365,000.00","1,450,000.00"
Los Granados,"Los Granados, Santiago de Surco",426 m² tot.,5 dorm.,"2,200,000.00","695,000.00"
Jr. Carlos Alayza y Roel N° 2616 - 2626,"Lince, Lima",55 a 135 m² tot.,1 a 3 dorm.,"475,388.00","125,102.00"
"Calle. Sevilla 169, Miraflores","Barboncito, Miraflores",48 a 170 m² tot.,1 a 3 dorm.,"524,205.00","141,677.03"
av jose pardos 1010,"Miraflores, Lima",38 a 103 m² tot.,1 a 2 dorm.,"401,714.00","108,571.35"
José Ramón Pizarro 1454,"Pueblo Libre, Lima",131 m² tot.,3 dorm.,"850,000.00","229,729.73"
Calle Urubamba 446,"Mariscal Oscar R Benavides, Lima Cercado",66 a 141 m² tot.,2 a 3 dorm.,"272,000.00","73,513.51"
Granada 340 pueblo libre,"San Martin, Pueblo Libre",61 a 81 m² tot.,1 a 3 dorm.,"386,394.00","104,430.81"
Calle Garzas Norte 237,"Limatambo, San Isidro",108 a 218 m² tot.,1 a 3 dorm.,"803,867.00","211,544.00"
america 260 pueblo libre,"Pueblo Libre, Lima",50 a 120 m² tot.,1 a 3 dorm.,"321,871.00","86,992.16"
El Velero 150,"Santiago de Surco, Lima",47 a 122 m² tot.,1 a 3 dorm.,"348,600.00","94,216.22"
Av. Del Ejercito 1179,"Santa Cruz, Miraflores",59 a 86 m² tot.,2 a 3 dorm.,"494,900.00","133,756.76"
Av. Simón Bolivar 1455,"Pueblo Libre, Lima",37 a 68 m² tot.,1 a 3 dorm.,"257,500.00","69,594.59"
calle los laureles 384,"Ingenieros Valle Hermoso, Santiago de Surco",315 m² tot.,4 dorm.,"1,267,500.00","325,000.00"
"JF92+2PC, Cayma 04017","Macondo, Cayma",116 a 201 m² tot.,3 dorm.,"685,949.00","180,513.00"
AV. PETIT THOUARS 1598 - Lince,"Risso, Lince",33 a 69 m² tot.,1 a 3 dorm.,"271,900.00","73,486.49"
AV BRASIL 3502-3520,"Magdalena, Lima",54 a 155 m² tot.,2 a 4 dorm.,"382,999.00","103,513.24"
Av. Del Parque Sur 559,"San Borja, Lima",124 m² tot.,3 dorm.,"806,250.00","215,000.00"
Jr. Acapulco al 500,"El Sol De La Molina Et.1, La Molina",300 m² tot.,4 dorm.,"2,097,280.00","565,000.00"
